Page Number,Virtual Address,Physical Address,Page Fault,Swap,Evicted,Allocated Page Table Entries
4,18192,18192,0,0,-1,0
4,18196,18196,0,0,-1,0
4,18200,18200,0,0,-1,0
4,18204,18204,0,0,-1,0
4,18208,18208,0,0,-1,0
4,18212,18212,0,0,-1,0
4,18216,18216,0,0,-1,0
4,18220,18220,0,0,-1,0
4,18224,18224,0,0,-1,0
4,18228,18228,0,0,-1,0
4,18232,18232,0,0,-1,0
4,18236,18236,0,0,-1,0
4,18240,18240,0,0,-1,0
4,18244,18244,0,0,-1,0
4,18248,18248,0,0,-1,0
4,18252,18252,0,0,-1,0
4,18256,18256,0,0,-1,0
4,18260,18260,0,0,-1,0
4,18264,18264,0,0,-1,0
4,18268,18268,0,0,-1,0
4,18272,18272,0,0,-1,0
4,18276,18276,0,0,-1,0
4,18280,18280,0,0,-1,0
4,18284,18284,0,0,-1,0
4,18288,18288,0,0,-1,0
4,18292,18292,0,0,-1,0
4,18296,18296,0,0,-1,0
4,18300,18300,0,0,-1,0
4,18304,18304,0,0,-1,0
4,18308,18308,0,0,-1,0
4,18312,18312,0,0,-1,0
4,18316,18316,0,0,-1,0
4,18320,18320,0,0,-1,0
4,18324,18324,0,0,-1,0
4,18328,18328,0,0,-1,0
4,18332,18332,0,0,-1,0
4,18336,18336,0,0,-1,0
4,18340,18340,0,0,-1,0
4,18344,18344,0,0,-1,0
4,18348,18348,0,0,-1,0
4,18352,18352,0,0,-1,0
4,18356,18356,0,0,-1,0
4,18360,18360,0,0,-1,0
4,18364,18364,0,0,-1,0
4,18368,18368,0,0,-1,0
4,18372,18372,0,0,-1,0
4,18376,18376,0,0,-1,0
4,18380,18380,0,0,-1,0
4,18384,18384,0,0,-1,0
4,18388,18388,0,0,-1,0
4,18392,18392,0,0,-1,0
4,18396,18396,0,0,-1,0
4,18400,18400,0,0,-1,0
4,18404,18404,0,0,-1,0
4,18408,18408,0,0,-1,0
4,18412,18412,0,0,-1,0
4,18416,18416,0,0,-1,0
4,18420,18420,0,0,-1,0
4,18424,18424,0,0,-1,0
4,18428,18428,0,0,-1,0
4,18432,18432,0,0,-1,0
4,18436,18436,0,0,-1,0
4,18440,18440,0,0,-1,0
4,18444,18444,0,0,-1,0
4,18448,18448,0,0,-1,0
4,18452,18452,0,0,-1,0
4,18456,18456,0,0,-1,0
4,18460,18460,0,0,-1,0
4,18464,18464,0,0,-1,0
4,18468,18468,0,0,-1,0
4,18472,18472,0,0,-1,0
4,18476,18476,0,0,-1,0
4,18480,18480,0,0,-1,0
4,18484,18484,0,0,-1,0
4,18488,18488,0,0,-1,0
4,18492,18492,0,0,-1,0
4,18496,18496,0,0,-1,0
4,18500,18500,0,0,-1,0
4,18504,18504,0,0,-1,0
4,18508,18508,0,0,-1,0
4,18512,18512,0,0,-1,0
4,18516,18516,0,0,-1,0
4,18520,18520,0,0,-1,0
4,18524,18524,0,0,-1,0
4,18528,18528,0,0,-1,0
4,18532,18532,0,0,-1,0
4,18536,18536,0,0,-1,0
4,18540,18540,0,0,-1,0
4,18544,18544,0,0,-1,0
4,18548,18548,0,0,-1,0
4,18552,18552,0,0,-1,0
4,18556,18556,0,0,-1,0
4,18560,18560,0,0,-1,0
4,18564,18564,0,0,-1,0
4,18568,18568,0,0,-1,0
4,18572,18572,0,0,-1,0
4,18576,18576,0,0,-1,0
4,18580,18580,0,0,-1,0
4,18584,18584,0,0,-1,0
4,18588,18588,0,0,-1,0
4,18592,18592,0,0,-1,0
4,18596,18596,0,0,-1,0
4,18600,18600,0,0,-1,0
4,18604,18604,0,0,-1,0
4,18608,18608,0,0,-1,0
4,18612,18612,0,0,-1,0
4,18616,18616,0,0,-1,0
4,18620,18620,0,0,-1,0
4,18624,18624,0,0,-1,0
4,18628,18628,0,0,-1,0
4,18632,18632,0,0,-1,0
4,18636,18636,0,0,-1,0
4,18640,18640,0,0,-1,0
4,18644,18644,0,0,-1,0
4,18648,18648,0,0,-1,0
4,18652,18652,0,0,-1,0
4,18656,18656,0,0,-1,0
4,18660,18660,0,0,-1,0
4,18664,18664,0,0,-1,0
4,18668,18668,0,0,-1,0
4,18672,18672,0,0,-1,0
4,18676,18676,0,0,-1,0
4,18680,18680,0,0,-1,0
4,18684,18684,0,0,-1,0
4,18688,18688,0,0,-1,0
4,18692,18692,0,0,-1,0
4,18696,18696,0,0,-1,0
4,18700,18700,0,0,-1,0
4,18704,18704,0,0,-1,0
4,18708,18708,0,0,-1,0
4,18712,18712,0,0,-1,0
4,18716,18716,0,0,-1,0
4,18720,18720,0,0,-1,0
4,18724,18724,0,0,-1,0
4,18728,18728,0,0,-1,0
4,18732,18732,0,0,-1,0
4,18736,18736,0,0,-1,0
4,18740,18740,0,0,-1,0
4,18744,18744,0,0,-1,0
4,18748,18748,0,0,-1,0
4,18752,18752,0,0,-1,0
4,18756,18756,0,0,-1,0
4,18760,18760,0,0,-1,0
4,18764,18764,0,0,-1,0
4,18768,18768,0,0,-1,0
4,18772,18772,0,0,-1,0
4,18776,18776,0,0,-1,0
4,18780,18780,0,0,-1,0
4,18784,18784,0,0,-1,0
4,18788,18788,0,0,-1,0
4,18792,18792,0,0,-1,0
4,18796,18796,0,0,-1,0
4,18800,18800,0,0,-1,0
4,18804,18804,0,0,-1,0
4,18808,18808,0,0,-1,0
4,18812,18812,0,0,-1,0
4,18816,18816,0,0,-1,0
4,18820,18820,0,0,-1,0
4,18824,18824,0,0,-1,0
4,18828,18828,0,0,-1,0
4,18832,18832,0,0,-1,0
4,18836,18836,0,0,-1,0
4,18840,18840,0,0,-1,0
4,18844,18844,0,0,-1,0
4,18848,18848,0,0,-1,0
4,18852,18852,0,0,-1,0
4,18856,18856,0,0,-1,0
4,18860,18860,0,0,-1,0
4,18864,18864,0,0,-1,0
4,18868,18868,0,0,-1,0
4,18872,18872,0,0,-1,0
4,18876,18876,0,0,-1,0
4,18880,18880,0,0,-1,0
4,18884,18884,0,0,-1,0
4,18888,18888,0,0,-1,0
4,18892,18892,0,0,-1,0
4,18896,18896,0,0,-1,0
4,18900,18900,0,0,-1,0
4,18904,18904,0,0,-1,0
4,18908,18908,0,0,-1,0
4,18912,18912,0,0,-1,0
4,18916,18916,0,0,-1,0
4,18920,18920,0,0,-1,0
4,18924,18924,0,0,-1,0
4,18928,18928,0,0,-1,0
4,18932,18932,0,0,-1,0
4,18936,18936,0,0,-1,0
4,18940,18940,0,0,-1,0
4,18944,18944,0,0,-1,0
4,18948,18948,0,0,-1,0
4,18952,18952,0,0,-1,0
4,18956,18956,0,0,-1,0
4,18960,18960,0,0,-1,0
4,18964,18964,0,0,-1,0
4,18968,18968,0,0,-1,0
4,18972,18972,0,0,-1,0
4,18976,18976,0,0,-1,0
4,18980,18980,0,0,-1,0
4,18984,18984,0,0,-1,0
4,18988,18988,0,0,-1,0
4,18992,18992,0,0,-1,0
4,18996,18996,0,0,-1,0
4,19000,19000,0,0,-1,0
4,19004,19004,0,0,-1,0
4,19008,19008,0,0,-1,0
4,19012,19012,0,0,-1,0
4,19016,19016,0,0,-1,0
4,19020,19020,0,0,-1,0
4,19024,19024,0,0,-1,0
4,19028,19028,0,0,-1,0
4,19032,19032,0,0,-1,0
4,19036,19036,0,0,-1,0
4,19040,19040,0,0,-1,0
4,19044,19044,0,0,-1,0
4,19048,19048,0,0,-1,0
4,19052,19052,0,0,-1,0
4,19056,19056,0,0,-1,0
4,19060,19060,0,0,-1,0
4,19064,19064,0,0,-1,0
4,19068,19068,0,0,-1,0
4,19072,19072,0,0,-1,0
4,19076,19076,0,0,-1,0
4,19080,19080,0,0,-1,0
4,19084,19084,0,0,-1,0
4,19088,19088,0,0,-1,0
4,19092,19092,0,0,-1,0
4,19096,19096,0,0,-1,0
4,19100,19100,0,0,-1,0
4,19104,19104,0,0,-1,0
4,19108,19108,0,0,-1,0
4,19112,19112,0,0,-1,0
4,19116,19116,0,0,-1,0
4,19120,19120,0,0,-1,0
4,19124,19124,0,0,-1,0
4,19128,19128,0,0,-1,0
4,19132,19132,0,0,-1,0
4,19136,19136,0,0,-1,0
4,19140,19140,0,0,-1,0
4,19144,19144,0,0,-1,0
4,19148,19148,0,0,-1,0
4,19152,19152,0,0,-1,0
4,19156,19156,0,0,-1,0
4,19160,19160,0,0,-1,0
4,19164,19164,0,0,-1,0
4,19168,19168,0,0,-1,0
4,19172,19172,0,0,-1,0
4,19176,19176,0,0,-1,0
4,19180,19180,0,0,-1,0
4,19184,19184,0,0,-1,0
4,19188,19188,0,0,-1,0
4,19192,19192,0,0,-1,0
4,19196,19196,0,0,-1,0
4,19200,19200,0,0,-1,0
4,19204,19204,0,0,-1,0
4,19208,19208,0,0,-1,0
4,19212,19212,0,0,-1,0
4,19216,19216,0,0,-1,0
4,19220,19220,0,0,-1,0
4,19224,19224,0,0,-1,0
4,19228,19228,0,0,-1,0
4,19232,19232,0,0,-1,0
4,19236,19236,0,0,-1,0
4,19240,19240,0,0,-1,0
4,19244,19244,0,0,-1,0
4,19248,19248,0,0,-1,0
4,19252,19252,0,0,-1,0
4,19256,19256,0,0,-1,0
4,19260,19260,0,0,-1,0
4,19264,19264,0,0,-1,0
4,19268,19268,0,0,-1,0
4,19272,19272,0,0,-1,0
4,19276,19276,0,0,-1,0
4,19280,19280,0,0,-1,0
4,19284,19284,0,0,-1,0
4,19288,19288,0,0,-1,0
4,19292,19292,0,0,-1,0
4,19296,19296,0,0,-1,0
4,19300,19300,0,0,-1,0
4,19304,19304,0,0,-1,0
4,19308,19308,0,0,-1,0
4,19312,19312,0,0,-1,0
4,19316,19316,0,0,-1,0
4,19320,19320,0,0,-1,0
4,19324,19324,0,0,-1,0
4,19328,19328,0,0,-1,0
4,19332,19332,0,0,-1,0
4,19336,19336,0,0,-1,0
4,19340,19340,0,0,-1,0
4,19344,19344,0,0,-1,0
4,19348,19348,0,0,-1,0
4,19352,19352,0,0,-1,0
4,19356,19356,0,0,-1,0
4,19360,19360,0,0,-1,0
4,19364,19364,0,0,-1,0
4,19368,19368,0,0,-1,0
4,19372,19372,0,0,-1,0
4,19376,19376,0,0,-1,0
4,19380,19380,0,0,-1,0
4,19384,19384,0,0,-1,0
4,19388,19388,0,0,-1,0
4,19392,19392,0,0,-1,0
4,19396,19396,0,0,-1,0
4,19400,19400,0,0,-1,0
4,19404,19404,0,0,-1,0
4,19408,19408,0,0,-1,0
4,19412,19412,0,0,-1,0
4,19416,19416,0,0,-1,0
4,19420,19420,0,0,-1,0
4,19424,19424,0,0,-1,0
4,19428,19428,0,0,-1,0
4,19432,19432,0,0,-1,0
4,19436,19436,0,0,-1,0
4,19440,19440,0,0,-1,0
4,19444,19444,0,0,-1,0
4,19448,19448,0,0,-1,0
4,19452,19452,0,0,-1,0
4,19456,19456,0,0,-1,0
4,19460,19460,0,0,-1,0
4,19464,19464,0,0,-1,0
4,19468,19468,0,0,-1,0
4,19472,19472,0,0,-1,0
4,19476,19476,0,0,-1,0
4,19480,19480,0,0,-1,0
4,19484,19484,0,0,-1,0
4,19488,19488,0,0,-1,0
4,19492,19492,0,0,-1,0
4,19496,19496,0,0,-1,0
4,19500,19500,0,0,-1,0
4,19504,19504,0,0,-1,0
4,19508,19508,0,0,-1,0
4,19512,19512,0,0,-1,0
4,19516,19516,0,0,-1,0
4,19520,19520,0,0,-1,0
4,19524,19524,0,0,-1,0
4,19528,19528,0,0,-1,0
4,19532,19532,0,0,-1,0
4,19536,19536,0,0,-1,0
4,19540,19540,0,0,-1,0
4,19544,19544,0,0,-1,0
4,19548,19548,0,0,-1,0
4,19552,19552,0,0,-1,0
4,19556,19556,0,0,-1,0
4,19560,19560,0,0,-1,0
4,19564,19564,0,0,-1,0
4,19568,19568,0,0,-1,0
4,19572,19572,0,0,-1,0
4,19576,19576,0,0,-1,0
4,19580,19580,0,0,-1,0
4,19584,19584,0,0,-1,0
4,19588,19588,0,0,-1,0
4,19592,19592,0,0,-1,0
4,19596,19596,0,0,-1,0
4,19600,19600,0,0,-1,0
4,19604,19604,0,0,-1,0
4,19608,19608,0,0,-1,0
4,19612,19612,0,0,-1,0
4,19616,19616,0,0,-1,0
4,19620,19620,0,0,-1,0
4,19624,19624,0,0,-1,0
4,19628,19628,0,0,-1,0
4,19632,19632,0,0,-1,0
4,19636,19636,0,0,-1,0
4,19640,19640,0,0,-1,0
4,19644,19644,0,0,-1,0
4,19648,19648,0,0,-1,0
4,19652,19652,0,0,-1,0
4,19656,19656,0,0,-1,0
4,19660,19660,0,0,-1,0
4,19664,19664,0,0,-1,0
4,19668,19668,0,0,-1,0
4,19672,19672,0,0,-1,0
4,19676,19676,0,0,-1,0
4,19680,19680,0,0,-1,0
4,19684,19684,0,0,-1,0
4,19688,19688,0,0,-1,0
4,19692,19692,0,0,-1,0
4,19696,19696,0,0,-1,0
4,19700,19700,0,0,-1,0
4,19704,19704,0,0,-1,0
4,19708,19708,0,0,-1,0
4,19712,19712,0,0,-1,0
4,19716,19716,0,0,-1,0
4,19720,19720,0,0,-1,0
4,19724,19724,0,0,-1,0
4,19728,19728,0,0,-1,0
4,19732,19732,0,0,-1,0
4,19736,19736,0,0,-1,0
4,19740,19740,0,0,-1,0
4,19744,19744,0,0,-1,0
4,19748,19748,0,0,-1,0
4,19752,19752,0,0,-1,0
4,19756,19756,0,0,-1,0
4,19760,19760,0,0,-1,0
4,19764,19764,0,0,-1,0
4,19768,19768,0,0,-1,0
4,19772,19772,0,0,-1,0
4,19776,19776,0,0,-1,0
4,19780,19780,0,0,-1,0
4,19784,19784,0,0,-1,0
4,19788,19788,0,0,-1,0
4,19792,19792,0,0,-1,0
4,19796,19796,0,0,-1,0
4,19800,19800,0,0,-1,0
4,19804,19804,0,0,-1,0
4,19808,19808,0,0,-1,0
4,19812,19812,0,0,-1,0
4,19816,19816,0,0,-1,0
4,19820,19820,0,0,-1,0
4,19824,19824,0,0,-1,0
4,19828,19828,0,0,-1,0
4,19832,19832,0,0,-1,0
4,19836,19836,0,0,-1,0
4,19840,19840,0,0,-1,0
4,19844,19844,0,0,-1,0
4,19848,19848,0,0,-1,0
4,19852,19852,0,0,-1,0
4,19856,19856,0,0,-1,0
4,19860,19860,0,0,-1,0
4,19864,19864,0,0,-1,0
4,19868,19868,0,0,-1,0
4,19872,19872,0,0,-1,0
4,19876,19876,0,0,-1,0
4,19880,19880,0,0,-1,0
4,19884,19884,0,0,-1,0
4,19888,19888,0,0,-1,0
4,19892,19892,0,0,-1,0
4,19896,19896,0,0,-1,0
4,19900,19900,0,0,-1,0
4,19904,19904,0,0,-1,0
4,19908,19908,0,0,-1,0
4,19912,19912,0,0,-1,0
4,19916,19916,0,0,-1,0
4,19920,19920,0,0,-1,0
4,19924,19924,0,0,-1,0
4,19928,19928,0,0,-1,0
4,19932,19932,0,0,-1,0
4,19936,19936,0,0,-1,0
4,19940,19940,0,0,-1,0
4,19944,19944,0,0,-1,0
4,19948,19948,0,0,-1,0
4,19952,19952,0,0,-1,0
4,19956,19956,0,0,-1,0
4,19960,19960,0,0,-1,0
4,19964,19964,0,0,-1,0
4,19968,19968,0,0,-1,0
4,19972,19972,0,0,-1,0
4,19976,19976,0,0,-1,0
4,19980,19980,0,0,-1,0
4,19984,19984,0,0,-1,0
4,19988,19988,0,0,-1,0
4,19992,19992,0,0,-1,0
4,19996,19996,0,0,-1,0
4,20000,20000,0,0,-1,0
4,20004,20004,0,0,-1,0
4,20008,20008,0,0,-1,0
4,20012,20012,0,0,-1,0
4,20016,20016,0,0,-1,0
4,20020,20020,0,0,-1,0
4,20024,20024,0,0,-1,0
4,20028,20028,0,0,-1,0
4,20032,20032,0,0,-1,0
4,20036,20036,0,0,-1,0
4,20040,20040,0,0,-1,0
4,20044,20044,0,0,-1,0
4,20048,20048,0,0,-1,0
4,20052,20052,0,0,-1,0
4,20056,20056,0,0,-1,0
4,20060,20060,0,0,-1,0
4,20064,20064,0,0,-1,0
4,20068,20068,0,0,-1,0
4,20072,20072,0,0,-1,0
4,20076,20076,0,0,-1,0
4,20080,20080,0,0,-1,0
4,20084,20084,0,0,-1,0
4,20088,20088,0,0,-1,0
4,20092,20092,0,0,-1,0
4,20096,20096,0,0,-1,0
4,20100,20100,0,0,-1,0
4,20104,20104,0,0,-1,0
4,20108,20108,0,0,-1,0
4,20112,20112,0,0,-1,0
4,20116,20116,0,0,-1,0
4,20120,20120,0,0,-1,0
4,20124,20124,0,0,-1,0
4,20128,20128,0,0,-1,0
4,20132,20132,0,0,-1,0
4,20136,20136,0,0,-1,0
4,20140,20140,0,0,-1,0
4,20144,20144,0,0,-1,0
4,20148,20148,0,0,-1,0
4,20152,20152,0,0,-1,0
4,20156,20156,0,0,-1,0
4,20160,20160,0,0,-1,0
4,20164,20164,0,0,-1,0
4,20168,20168,0,0,-1,0
4,20172,20172,0,0,-1,0
4,20176,20176,0,0,-1,0
4,20180,20180,0,0,-1,0
4,20184,20184,0,0,-1,0
4,20188,20188,0,0,-1,0
4,20192,20192,0,0,-1,0
4,20196,20196,0,0,-1,0
4,20200,20200,0,0,-1,0
4,20204,20204,0,0,-1,0
4,20208,20208,0,0,-1,0
4,20212,20212,0,0,-1,0
4,20216,20216,0,0,-1,0
4,20220,20220,0,0,-1,0
4,20224,20224,0,0,-1,0
4,20228,20228,0,0,-1,0
4,20232,20232,0,0,-1,0
4,20236,20236,0,0,-1,0
4,20240,20240,0,0,-1,0
4,20244,20244,0,0,-1,0
4,20248,20248,0,0,-1,0
4,20252,20252,0,0,-1,0
4,20256,20256,0,0,-1,0
4,20260,20260,0,0,-1,0
4,20264,20264,0,0,-1,0
4,20268,20268,0,0,-1,0
4,20272,20272,0,0,-1,0
4,20276,20276,0,0,-1,0
4,20280,20280,0,0,-1,0
4,20284,20284,0,0,-1,0
4,20288,20288,0,0,-1,0
4,20292,20292,0,0,-1,0
4,20296,20296,0,0,-1,0
4,20300,20300,0,0,-1,0
4,20304,20304,0,0,-1,0
4,20308,20308,0,0,-1,0
4,20312,20312,0,0,-1,0
4,20316,20316,0,0,-1,0
4,20320,20320,0,0,-1,0
4,20324,20324,0,0,-1,0
4,20328,20328,0,0,-1,0
4,20332,20332,0,0,-1,0
4,20336,20336,0,0,-1,0
4,20340,20340,0,0,-1,0
4,20344,20344,0,0,-1,0
4,20348,20348,0,0,-1,0
4,20352,20352,0,0,-1,0
4,20356,20356,0,0,-1,0
4,20360,20360,0,0,-1,0
4,20364,20364,0,0,-1,0
4,20368,20368,0,0,-1,0
4,20372,20372,0,0,-1,0
4,20376,20376,0,0,-1,0
4,20380,20380,0,0,-1,0
4,20384,20384,0,0,-1,0
4,20388,20388,0,0,-1,0
4,20392,20392,0,0,-1,0
4,20396,20396,0,0,-1,0
4,20400,20400,0,0,-1,0
4,20404,20404,0,0,-1,0
4,20408,20408,0,0,-1,0
4,20412,20412,0,0,-1,0
4,20416,20416,0,0,-1,0
4,20420,20420,0,0,-1,0
4,20424,20424,0,0,-1,0
4,20428,20428,0,0,-1,0
4,20432,20432,0,0,-1,0
4,20436,20436,0,0,-1,0
4,20440,20440,0,0,-1,0
4,20444,20444,0,0,-1,0
4,20448,20448,0,0,-1,0
4,20452,20452,0,0,-1,0
4,20456,20456,0,0,-1,0
4,20460,20460,0,0,-1,0
4,20464,20464,0,0,-1,0
4,20468,20468,0,0,-1,0
4,20472,20472,0,0,-1,0
4,20476,20476,0,0,-1,0
5,20480,20480,1,0,-1,0
5,20484,20484,0,0,-1,0
5,20488,20488,0,0,-1,0
5,20492,20492,0,0,-1,0
5,20496,20496,0,0,-1,0
5,20500,20500,0,0,-1,0
5,20504,20504,0,0,-1,0
5,20508,20508,0,0,-1,0
5,20512,20512,0,0,-1,0
5,20516,20516,0,0,-1,0
5,20520,20520,0,0,-1,0
5,20524,20524,0,0,-1,0
5,20528,20528,0,0,-1,0
5,20532,20532,0,0,-1,0
5,20536,20536,0,0,-1,0
5,20540,20540,0,0,-1,0
5,20544,20544,0,0,-1,0
5,20548,20548,0,0,-1,0
5,20552,20552,0,0,-1,0
5,20556,20556,0,0,-1,0
5,20560,20560,0,0,-1,0
5,20564,20564,0,0,-1,0
5,20568,20568,0,0,-1,0
5,20572,20572,0,0,-1,0
5,20576,20576,0,0,-1,0
5,20580,20580,0,0,-1,0
5,20584,20584,0,0,-1,0
5,20588,20588,0,0,-1,0
5,20592,20592,0,0,-1,0
5,20596,20596,0,0,-1,0
5,20600,20600,0,0,-1,0
5,20604,20604,0,0,-1,0
5,20608,20608,0,0,-1,0
5,20612,20612,0,0,-1,0
5,20616,20616,0,0,-1,0
5,20620,20620,0,0,-1,0
5,20624,20624,0,0,-1,0
5,20628,20628,0,0,-1,0
5,20632,20632,0,0,-1,0
5,20636,20636,0,0,-1,0
5,20640,20640,0,0,-1,0
5,20644,20644,0,0,-1,0
5,20648,20648,0,0,-1,0
5,20652,20652,0,0,-1,0
5,20656,20656,0,0,-1,0
5,20660,20660,0,0,-1,0
5,20664,20664,0,0,-1,0
5,20668,20668,0,0,-1,0
5,20672,20672,0,0,-1,0
5,20676,20676,0,0,-1,0
5,20680,20680,0,0,-1,0
5,20684,20684,0,0,-1,0
5,20688,20688,0,0,-1,0
5,20692,20692,0,0,-1,0
5,20696,20696,0,0,-1,0
5,20700,20700,0,0,-1,0
5,20704,20704,0,0,-1,0
5,20708,20708,0,0,-1,0
5,20712,20712,0,0,-1,0
5,20716,20716,0,0,-1,0
5,20720,20720,0,0,-1,0
5,20724,20724,0,0,-1,0
5,20728,20728,0,0,-1,0
5,20732,20732,0,0,-1,0
5,20736,20736,0,0,-1,0
5,20740,20740,0,0,-1,0
5,20744,20744,0,0,-1,0
5,20748,20748,0,0,-1,0
5,20752,20752,0,0,-1,0
5,20756,20756,0,0,-1,0
5,20760,20760,0,0,-1,0
5,20764,20764,0,0,-1,0
5,20768,20768,0,0,-1,0
5,20772,20772,0,0,-1,0
5,20776,20776,0,0,-1,0
5,20780,20780,0,0,-1,0
5,20784,20784,0,0,-1,0
5,20788,20788,0,0,-1,0
5,20792,20792,0,0,-1,0
5,20796,20796,0,0,-1,0
5,20800,20800,0,0,-1,0
5,20804,20804,0,0,-1,0
5,20808,20808,0,0,-1,0
5,20812,20812,0,0,-1,0
5,20816,20816,0,0,-1,0
5,20820,20820,0,0,-1,0
5,20824,20824,0,0,-1,0
5,20828,20828,0,0,-1,0
5,20832,20832,0,0,-1,0
5,20836,20836,0,0,-1,0
5,20840,20840,0,0,-1,0
5,20844,20844,0,0,-1,0
5,20848,20848,0,0,-1,0
5,20852,20852,0,0,-1,0
5,20856,20856,0,0,-1,0
5,20860,20860,0,0,-1,0
5,20864,20864,0,0,-1,0
5,20868,20868,0,0,-1,0
5,20872,20872,0,0,-1,0
5,20876,20876,0,0,-1,0
5,20880,20880,0,0,-1,0
5,20884,20884,0,0,-1,0
5,20888,20888,0,0,-1,0
5,20892,20892,0,0,-1,0
5,20896,20896,0,0,-1,0
5,20900,20900,0,0,-1,0
5,20904,20904,0,0,-1,0
5,20908,20908,0,0,-1,0
5,20912,20912,0,0,-1,0
5,20916,20916,0,0,-1,0
5,20920,20920,0,0,-1,0
5,20924,20924,0,0,-1,0
5,20928,20928,0,0,-1,0
5,20932,20932,0,0,-1,0
5,20936,20936,0,0,-1,0
5,20940,20940,0,0,-1,0
5,20944,20944,0,0,-1,0
5,20948,20948,0,0,-1,0
5,20952,20952,0,0,-1,0
5,20956,20956,0,0,-1,0
5,20960,20960,0,0,-1,0
5,20964,20964,0,0,-1,0
5,20968,20968,0,0,-1,0
5,20972,20972,0,0,-1,0
5,20976,20976,0,0,-1,0
5,20980,20980,0,0,-1,0
5,20984,20984,0,0,-1,0
5,20988,20988,0,0,-1,0
5,20992,20992,0,0,-1,0
5,20996,20996,0,0,-1,0
5,21000,21000,0,0,-1,0
5,21004,21004,0,0,-1,0
5,21008,21008,0,0,-1,0
5,21012,21012,0,0,-1,0
5,21016,21016,0,0,-1,0
5,21020,21020,0,0,-1,0
5,21024,21024,0,0,-1,0
5,21028,21028,0,0,-1,0
5,21032,21032,0,0,-1,0
5,21036,21036,0,0,-1,0
5,21040,21040,0,0,-1,0
5,21044,21044,0,0,-1,0
5,21048,21048,0,0,-1,0
5,21052,21052,0,0,-1,0
5,21056,21056,0,0,-1,0
5,21060,21060,0,0,-1,0
5,21064,21064,0,0,-1,0
5,21068,21068,0,0,-1,0
5,21072,21072,0,0,-1,0
5,21076,21076,0,0,-1,0
5,21080,21080,0,0,-1,0
5,21084,21084,0,0,-1,0
5,21088,21088,0,0,-1,0
5,21092,21092,0,0,-1,0
5,21096,21096,0,0,-1,0
5,21100,21100,0,0,-1,0
5,21104,21104,0,0,-1,0
5,21108,21108,0,0,-1,0
5,21112,21112,0,0,-1,0
5,21116,21116,0,0,-1,0
5,21120,21120,0,0,-1,0
5,21124,21124,0,0,-1,0
5,21128,21128,0,0,-1,0
5,21132,21132,0,0,-1,0
5,21136,21136,0,0,-1,0
5,21140,21140,0,0,-1,0
5,21144,21144,0,0,-1,0
5,21148,21148,0,0,-1,0
5,21152,21152,0,0,-1,0
5,21156,21156,0,0,-1,0
5,21160,21160,0,0,-1,0
5,21164,21164,0,0,-1,0
5,21168,21168,0,0,-1,0
5,21172,21172,0,0,-1,0
5,21176,21176,0,0,-1,0
5,21180,21180,0,0,-1,0
5,21184,21184,0,0,-1,0
5,21188,21188,0,0,-1,0
5,21192,21192,0,0,-1,0
5,21196,21196,0,0,-1,0
5,21200,21200,0,0,-1,0
5,21204,21204,0,0,-1,0
5,21208,21208,0,0,-1,0
5,21212,21212,0,0,-1,0
5,21216,21216,0,0,-1,0
5,21220,21220,0,0,-1,0
5,21224,21224,0,0,-1,0
5,21228,21228,0,0,-1,0
5,21232,21232,0,0,-1,0
5,21236,21236,0,0,-1,0
5,21240,21240,0,0,-1,0
5,21244,21244,0,0,-1,0
5,21248,21248,0,0,-1,0
5,21252,21252,0,0,-1,0
5,21256,21256,0,0,-1,0
5,21260,21260,0,0,-1,0
5,21264,21264,0,0,-1,0
5,21268,21268,0,0,-1,0
5,21272,21272,0,0,-1,0
5,21276,21276,0,0,-1,0
5,21280,21280,0,0,-1,0
5,21284,21284,0,0,-1,0
5,21288,21288,0,0,-1,0
5,21292,21292,0,0,-1,0
5,21296,21296,0,0,-1,0
5,21300,21300,0,0,-1,0
5,21304,21304,0,0,-1,0
5,21308,21308,0,0,-1,0
5,21312,21312,0,0,-1,0
5,21316,21316,0,0,-1,0
5,21320,21320,0,0,-1,0
5,21324,21324,0,0,-1,0
5,21328,21328,0,0,-1,0
5,21332,21332,0,0,-1,0
5,21336,21336,0,0,-1,0
5,21340,21340,0,0,-1,0
5,21344,21344,0,0,-1,0
5,21348,21348,0,0,-1,0
5,21352,21352,0,0,-1,0
5,21356,21356,0,0,-1,0
5,21360,21360,0,0,-1,0
5,21364,21364,0,0,-1,0
5,21368,21368,0,0,-1,0
5,21372,21372,0,0,-1,0
5,21376,21376,0,0,-1,0
5,21380,21380,0,0,-1,0
5,21384,21384,0,0,-1,0
5,21388,21388,0,0,-1,0
5,21392,21392,0,0,-1,0
5,21396,21396,0,0,-1,0
5,21400,21400,0,0,-1,0
5,21404,21404,0,0,-1,0
5,21408,21408,0,0,-1,0
5,21412,21412,0,0,-1,0
5,21416,21416,0,0,-1,0
5,21420,21420,0,0,-1,0
5,21424,21424,0,0,-1,0
5,21428,21428,0,0,-1,0
5,21432,21432,0,0,-1,0
5,21436,21436,0,0,-1,0
5,21440,21440,0,0,-1,0
5,21444,21444,0,0,-1,0
5,21448,21448,0,0,-1,0
5,21452,21452,0,0,-1,0
5,21456,21456,0,0,-1,0
5,21460,21460,0,0,-1,0
5,21464,21464,0,0,-1,0
5,21468,21468,0,0,-1,0
